transaction_id,account_id,customer_id,timestamp,amount,currency,transaction_type,origin_country,destination_country,channel,memo
TXN0004073,ACC0000132,CUST0000132,2026-02-11T13:19:24,500.01,USD,transfer,JP,JP,online,payment
TXN0004606,ACC0000154,CUST0000154,2026-02-02T14:44:31,276.81,USD,wire,CA,JP,branch,
TXN0007032,ACC0000240,CUST0000240,04-01-2026 16:53:12,215.06,USD ,ach,JP,JP,phone,transfer
TXN0010914,ACC0000368,CUST0000368,2026-02-01 17:27:23,8455.0,USD,cash_withdrawal,SG,SG,online,transfer
TXN0006181,ACC0000209,CUST0000209,01/25/2026 15:34,936.22,USD,card,FR,FR,branch,misc
TXN0011817,ACC0000395,CUST0000395,06-01-2026 16:42:35,166.81,USD,card,DE,DE,mobile,invoice pmt
TXN0007407,ACC0000252,CUST0000252,09-02-2026 14:10:32,642.49,USD,card,UK,UK,branch,
TXN0000543,ACC0000018,CUST0000018,2026-01-29T22:31:54,1694.27,USD,card,CA,CA,mobile,transfer
TXN0011523,ACC0000386,CUST0000386,29-01-2026 05:29:58,221.42,USD,cash_deposit,SG,SG,phone,payment
TXN0000116,ACC0000004,CUST0000004,2026-01-20 08:01:25,754.45,USD,cash_withdrawal,AU,AU,online,transfer
TXN0002049,ACC0000069,CUST0000069,02-01-2026 06:03:22,395.36,USD,cash_deposit,UK,UK,mobile,
TXN0000380,ACC0000014,CUST0000014,02/11/2026 20:50,572.56,USD,transfer,IE,IE,mobile,misc
TXN0005492,ACC0000186,CUST0000186,2026-01-27 14:40:22,610.58,USD,card,SG,SG,mobile,transfer
TXN0006131,ACC0000208,CUST0000208,20-01-2026 05:14:55,61.17,USD,transfer,UK,UK,branch,invoice pmt
TXN0009953,ACC0000336,CUST0000336,01/09/2026 02:52,92.02,USD,card,SG,SG,online,payment
TXN0000416,ACC0000015,CUST0000015,2026-01-12 19:14:28,1902.92,USD,wire, SG,US,mobile,    
TXN0001047,ACC0000034,CUST0000034,12-01-2026 22:35:51,1121.08,USD,wire,CA,US,mobile,invoice pmt
TXN0004926,ACC0000164,CUST0000164,31-01-2026 18:24:33,$319.90,USD,cash_deposit,UK,UK,atm,invoice pmt
TXN0000171,ACC0000006,CUST0000006,2026-01-05T07:32:14,729.64,USD,wire,IE,UK,branch,
TXN0009275,ACC0000313,CUST0000313,07-01-2026 10:01:43,279.5,USD,transfer,UK,UK,branch,transfer
TXN0009845,ACC0000333,CUST0000333,2026-01-19T02:56:54,707.34,USD,wire, JP,JP,online,  payment  
TXN0001020,ACC0000034,CUST0000034,2026-01-19T21:37:47,921.03,USD,wire,CA,CA,branch,payment
TXN0003276,ACC0000109,CUST0000109,2026-02-14 13:39:05,$137.90,USD,cash_deposit,JP,JP,online,
TXN0006287,ACC0000212,CUST0000212,2026-01-11T06:21:50,110.06,Usd,ach,NL,NL,branch,misc
TXN0005443,ACC0000185,CUST0000185,01/17/2026 11:22,456.54,USD,card, UK,UK,atm,  n/a  
TXN0001151,ACC0000039,CUST0000039,2026-02-03T14:17:04,109.37,USD,ach,CA,CA,mobile,n/a
TXN0010633,ACC0000360,CUST0000360,13-01-2026 11:29:37,390.56,USD,card,NL,NL,atm,
TXN0006049,ACC0000204,CUST0000204,2026-02-05 17:09:31,564.84,USD,card,UK,UK,mobile,
TXN0005499,ACC0000187,CUST0000187,2026-01-24T13:29:46,525.5,USD,transfer,CA,CA,online,invoice pmt
TXN0010832,ACC0000365,CUST0000365,24-01-2026 04:05:40,1005.67,USD,transfer,DE,DE,atm,
TXN0002947,ACC0000101,,05-01-2026 09:49:30,625.47,USD,transfer,JP,JP,atm,transfer
TXN0008554,ACC0000289,CUST0000289,2026-01-04T15:46:18,1357.65,USD,wire,FR,AU,branch,misc
TXN0007060,ACC0000241,CUST0000241,24-01-2026 10:31:30,330.61,USD,cash_deposit,CA,CA,branch,n/a
TXN0006907,ACC0000234,CUST0000234,2026-01-19 20:27:14,84.7,USD,ach,US,US,mobile,transfer
TXN0008030,ACC0000273,CUST0000273,02/11/2026 00:43,175.95,USD,wire,IE,CA,mobile,n/a
TXN0011293,ACC0000380,CUST0000380,01/15/2026 22:36,564.59,USD,transfer,IE,IE,online,
TXN0005303,ACC0000180,CUST0000180,2026-01-05T05:10:44,$558.55,USD ,wire,AU,JP,online,n/a
TXN0000277,ACC0000011,CUST0000011,2026-01-28T00:03:30,315.08,USD,transfer,SG,SG,branch,invoice pmt
TXN0001740,ACC0000057,CUST0000057,01/06/2026 06:42,62.59,USD,ach,NL,NL,branch,payment
TXN0001552,ACC0000051,CUST0000051,2026-01-09 18:19:38,"$1,529.52",USD,wire,IE,NL,online,
TXN0007324,ACC0000250,CUST0000250,2026-01-18T20:31:15,47.85,USD,transfer,FR,FR,online,invoice pmt
TXN0003130,ACC0000107,CUST0000107,02/14/2026 05:34,330.66,USD ,transfer,JP,JP,phone,n/a
TXN0011648,ACC0000390,CUST0000390,02/09/2026 20:04,716.62,USD,wire,CA,FR,atm,misc
TXN0007643,ACC0000260,CUST0000260,2026-01-07 15:31:49,388.16,USD,card,DE,DE,atm,payment
TXN0002404,ACC0000083,CUST0000083,2026-01-25 18:56:27,310.44,USD,cash_withdrawal,UK,UK,phone,payment
TXN0009639,ACC0000326,CUST0000326,2026-02-05 05:13:26,262.74,USD,wire,FR,DE,branch,misc
TXN0011823,ACC0000395,CUST0000395,25-01-2026 02:24:03,394.58,USD,cash_withdrawal,DE,DE,branch,transfer
TXN0010659,ACC0000360,CUST0000360,01/15/2026 01:35,877.49,USD,wire,NL,NL,phone,transfer
TXN0005155,ACC0000175,CUST0000175,2026-02-01 03:36:14,863.45,USD,ach,SG,SG,phone,transfer
TXN0009206,ACC0000309,CUST0000309,28-01-2026 14:47:28,194.03,USD,cash_withdrawal,AU,AU,mobile,misc
TXN0010015,ACC0000338,CUST0000338,01/08/2026 13:14,317.66,USD,card,JP,JP,mobile,misc
TXN0010294,ACC0000348,CUST0000348,2026-01-06T09:01:51,322.8,USD,card,SG,SG,phone,payment
TXN0005796,ACC0000196,CUST0000196,2026-02-13 15:53:25,$145.13,USD,card,NL,NL,phone,n/a
TXN0007836,ACC0000267,CUST0000267,14-01-2026 04:30:18,537.96,USD,transfer,IE,IE,atm,n/a
TXN0002340,ACC0000080,CUST0000080,07-01-2026 05:32:17,96.44,USD,card,JP,JP,atm,misc
TXN0010972,ACC0000369,CUST0000369,2026-02-15T05:27:23,314.47,USD,card,UK,UK,online,
TXN0008287,ACC0000280,CUST0000280,2026-01-14T11:09:29,429.42,USD,cash_deposit,IE,IE,mobile,n/a
TXN0012139,ACC0000128,CUST0000128,26-01-2026 18:05:42,5000.0,USD,wire,SG,SG,online,payroll
TXN0003512,ACC0000117,CUST0000117,02/11/2026 13:54,325.61,USD,card,IE,IE,branch,misc
TXN0005752,ACC0000195,CUST0000195,2026-01-29 18:35:15,460.38,USD,ach,FR,FR,mobile,transfer
TXN0010346,ACC0000350,CUST0000350,2026-02-14 08:56:47,493.33,USD,wire,UK,FR,mobile,invoice pmt
TXN0001784,ACC0000059,CUST0000059,31-01-2026 07:15:57,120.76,USD,cash_deposit,NL,NL,mobile,
TXN0000705,ACC0000022,CUST0000022,04-02-2026 19:26:42,176.27,USD,transfer,AU,AU,mobile,
TXN0006757,ACC0000229,CUST0000229,2026-02-03 09:49:53,164.92,Usd,wire,US,DE,atm,invoice pmt
TXN0008777,ACC0000297,CUST0000297,2026-01-13T18:58:40,111.69,USD,cash_deposit,UK,UK,phone,transfer
TXN0011161,ACC0000375,CUST0000375,02/04/2026 02:13,61.96,USD,wire,SG,IE,mobile,payment
TXN0010473,ACC0000353,CUST0000353,18-01-2026 21:47:42,228.36,USD,cash_withdrawal,IE,IE,mobile,n/a
TXN0003847,ACC0000126,CUST0000126,2026-02-01 12:22:49,695.92,USD,card,NL,NL,atm,invoice pmt
TXN0001499,ACC0000050,CUST0000050,2026-02-01 10:41:13,663.36,USD,wire,DE,UK,mobile,n/a
TXN0004462,ACC0000149,CUST0000149,2026-01-07 04:15:29,1080.76,USD,ach,CA,CA,mobile,n/a
TXN0000668,ACC0000021,CUST0000021,21-01-2026 15:26:20,884.59,USD,cash_deposit,CA,CA,atm,n/a
TXN0009702,ACC0000327,CUST0000327,21-01-2026 21:00:37,432.59,USD,ach,FR,FR,atm,n/a
TXN0009239,ACC0000313,CUST0000313,2026-02-12T08:06:35,429.55,USD,transfer,UK,UK,atm,
TXN0009459,ACC0000321,CUST0000321,01/02/2026 20:16,"$3,808.95",USD,cash_deposit,US,US,branch,n/a
TXN0005808,ACC0000197,CUST0000197,2026-01-21 00:40:14,402.42,USD,cash_deposit,FR,FR,phone,misc
TXN0006846,ACC0000233,CUST0000233,2026-02-09T11:39:08,614.06,USD,card,US,US,mobile,n/a
TXN0009786,ACC0000331,CUST0000331,01/23/2026 15:43,888.97,USD,transfer,AU,AU,phone,transfer
TXN0000121,ACC0000004,CUST0000004,02/02/2026 01:36,312.59,USD,card,AU,AU,mobile,
TXN0010544,ACC0000355,CUST0000355,2026-01-07T19:45:32,1189.08,USD,cash_deposit,JP,JP,atm,payment
TXN0001248,ACC0000041,CUST0000041,04-01-2026 21:47:12,404.97,USD,transfer,FR,FR,mobile,misc
TXN0012119,ACC0000108,CUST0000108,2026-01-12 10:52:09,15000.0,USD,wire,NL,NL,online,payroll
TXN0006367,ACC0000214,CUST0000214,02/04/2026 08:13,544.62,USD,cash_withdrawal,DE,DE,branch,payment
TXN0011514,ACC0000386,CUST0000386,02/03/2026 16:01,139.2,USD,cash_deposit,SG,SG,phone,payment
TXN0001820,ACC0000060,CUST0000060,30-01-2026 13:27:03,273.38,USD,card,AU,AU,mobile,misc
TXN0007544,ACC0000257,CUST0000257,01/13/2026 09:10,194.04,USD,transfer,FR,FR,phone,payment
TXN0011501,ACC0000386,CUST0000386,12-01-2026 01:22:50,228.93,USD,card,SG,SG,mobile,n/a
TXN0007805,ACC0000266,CUST0000266,2026-01-20T22:49:40,467.35,USD,transfer,CA,CA,phone,n/a
TXN0007531,ACC0000256,CUST0000256,2026-02-08 18:27:56,817.74,USD,ach,SG,SG,branch,
TXN0004366,ACC0000146,CUST0000146,2026-01-21T08:17:29,444.78,USD,card,CA,CA,mobile,
TXN0007828,ACC0000267,CUST0000267,2026-02-14 15:47:48,563.72,USD,ach,IE,IE,branch,n/a
TXN0005009,ACC0000168,CUST0000168,01/29/2026 07:58,229.32,USD,cash_withdrawal,US,US,online,transfer
TXN0003499,ACC0000117,CUST0000117,2026-01-23T13:17:56,568.3,USD,card,IE,IE,online,payment
TXN0009583,ACC0000325,CUST0000325,05-02-2026 09:44:52,166.58,USD ,ach,UK,UK,mobile,transfer
TXN0010688,ACC0000361,CUST0000361,02/08/2026 14:30,271.52,USD,card,NL,NL,mobile,invoice pmt
TXN0003300,ACC0000110,CUST0000110,2026-01-12T01:45:35,323.58,USD,cash_withdrawal,JP,JP,online,transfer
TXN0005834,ACC0000198,CUST0000198,23-01-2026 20:40:03,185.82,USD,cash_withdrawal,FR,FR,online,misc
TXN0002636,ACC0000091,CUST0000091,2026-02-07T04:09:49,146.7,USD,wire, JP,IE,atm,  transfer  
TXN0007513,ACC0000256,CUST0000256,2026-01-10 21:03:34,750.58,USD,cash_withdrawal,SG,SG,atm,payment
TXN0002891,ACC0000099,CUST0000099,2026-01-10 13:42:42,368.66,USD,ach,FR,FR,phone,n/a
TXN0003545,ACC0000118,CUST0000118,01/10/2026 14:29,600.3,Usd,transfer,UK,UK,atm,n/a
TXN0004918,ACC0000164,CUST0000164,2026-01-22T17:10:29,245.47,USD,transfer,UK,UK,mobile,transfer
TXN0003181,ACC0000108,CUST0000108,01/29/2026 14:24,2488.74,USD,ach,NL,NL,online,transfer
TXN0008010,ACC0000271,CUST0000271,29-01-2026 21:30:29,219.16,USD,transfer,NL,NL,phone,transfer
TXN0000550,ACC0000018,CUST0000018,01/19/2026 08:50,1716.13,USD,transfer,CA,CA,online,payment
TXN0003535,ACC0000117,CUST0000117,2026-01-17T07:43:12,670.4,USD,cash_withdrawal,IE,IE,phone,invoice pmt
TXN0008891,ACC0000299,CUST0000299,2026-02-07T22:56:38,5243.39,usd,card,IE,IE,atm,invoice pmt
TXN0002648,ACC0000091,CUST0000091,22-01-2026 15:43:17,362.4,USD,cash_deposit,JP,JP,branch,
TXN0003374,ACC0000112,CUST0000112,2026-01-11 19:37:37,448.13,USD,ach,CA,CA,phone,misc
TXN0008535,ACC0000289,CUST0000289,02/03/2026 21:21,808.39,USD,ach,FR,FR,atm,invoice pmt
TXN0009853,ACC0000333,CUST0000333,02/12/2026 12:49,664.53,USD,card,JP,JP,online,payment
TXN0002847,ACC0000097,CUST0000097,20-01-2026 23:32:12,644.79,USD,cash_deposit,FR,FR,mobile,payment
TXN0008561,ACC0000291,CUST0000291,01/25/2026 01:25,454.08,USD,cash_withdrawal,AU,AU,online,invoice pmt
TXN0003767,ACC0000122,CUST0000122,2026-01-02T00:34:24,789.42,USD,cash_withdrawal,IE,IE,phone,invoice pmt
TXN0001273,ACC0000042,CUST0000042,2026-01-12T18:41:07,111.76,USD,cash_deposit,NL,NL,mobile,payment
TXN0006929,ACC0000235,CUST0000235,07-02-2026 01:39:23,201.77,USD,wire,CA,US,online,transfer
TXN0006740,ACC0000228,CUST0000228,11-02-2026 13:30:41,442.59,USD ,cash_withdrawal,UK,UK,phone,misc
TXN0010185,ACC0000344,CUST0000344,02/02/2026 06:23,52.57,USD,cash_withdrawal,CA,CA,online,transfer
TXN0001013,ACC0000033,CUST0000033,2026-01-07 08:22:27,42.51,USD,cash_withdrawal,DE,DE,branch,transfer
TXN0000054,ACC0000002,CUST0000002,13-02-2026 09:51:33,1103.99,USD,wire,UK,DE,phone,n/a
TXN0009538,ACC0000323,CUST0000323,10-02-2026 13:45:50,400.5,USD,wire,US,CA,atm,transfer
TXN0009326,ACC0000316,CUST0000316,2026-02-09 22:58:23,73.69,USD,transfer,NL,NL,atm,payment
TXN0003946,ACC0000128,CUST0000128,01/15/2026 02:51,7817.31,USD,cash_deposit,SG,SG,online,misc
TXN0011530,ACC0000386,CUST0000386,2026-02-12 09:37:29,210.08,USD,wire,SG,UK,online,n/a
TXN0011083,ACC0000373,CUST0000373,01/16/2026 00:02,675.08,USD,ach, UK,UK,branch,  n/a  
TXN0001105,ACC0000037,CUST0000037,2026-01-11 13:44:49,211.66,USD,wire, JP,NL,mobile,  transfer  
TXN0006726,ACC0000228,CUST0000228,2026-01-31T20:21:14,979.51,USD,cash_withdrawal,UK,UK,branch,n/a
TXN0003604,ACC0000119,CUST0000119,2026-02-07 11:45:43,5605.37,USD,card,IE,IE,phone,invoice pmt
TXN0001062,ACC0000035,CUST0000035,2026-01-24T20:41:50,384.6,USD,cash_deposit,DE,DE,branch,misc
TXN0002397,ACC0000083,CUST0000083,2026-01-17 19:38:43,255.72,USD,card,UK,UK,mobile,invoice pmt
TXN0005690,ACC0000193,CUST0000193,2026-01-06T18:29:04,118.89,USD,cash_deposit,UK,UK,mobile,payment
TXN0000991,ACC0000033,CUST0000033,2026-01-15 03:08:37,19.29,USD,transfer,DE,DE,phone,n/a
TXN0011147,ACC0000374,CUST0000374,19-01-2026 02:22:21,546.42,USD,ach,UK,UK,online,n/a
TXN0009856,ACC0000333,CUST0000333,01/22/2026 22:45,378.74,USD,card,JP,JP,mobile,n/a
TXN0003928,ACC0000128,CUST0000128,28-01-2026 00:52:39,5029.74,USD,wire,SG,CA,online,transfer
TXN0007550,ACC0000257,CUST0000257,2026-02-05T11:41:34,110.22,USD,cash_withdrawal,FR,FR,mobile,n/a
TXN0009370,ACC0000319,CUST0000319,01/31/2026 20:56,$193.87,USD,cash_deposit,AU,AU,phone,
TXN0001529,ACC0000050,CUST0000050,01/07/2026 14:27,470.08,USD,cash_withdrawal,DE,DE,online,misc
TXN0004614,ACC0000154,CUST0000154,2026-02-12T16:46:11,457.79,USD,wire,CA,US,phone,invoice pmt
TXN0010006,ACC0000337,CUST0000337,2026-02-05 19:44:45,164.56,USD,cash_withdrawal,JP,JP,phone,misc
TXN0011562,ACC0000387,CUST0000387,2026-01-13T17:49:30,284.05,USD,ach,IE,IE,online,payment
TXN0005997,ACC0000203,CUST0000203,01/19/2026 19:35,$265.73,USD,cash_deposit,AU,AU,branch,invoice pmt
TXN0005294,ACC0000180,CUST0000180,2026-01-27 13:45:28,1190.41,USD,transfer,AU,AU,phone,payment
TXN0011281,ACC0000380,CUST0000380,01/01/2026 06:32,616.03,USD,wire,IE,NL,phone,invoice pmt
TXN0011661,ACC0000390,CUST0000390,12-01-2026 19:13:23,989.47,USD,transfer,CA,CA,atm,
TXN0000955,ACC0000031,CUST0000031,02-02-2026 16:06:46,308.18,USD,wire,AU,IE,mobile,misc
TXN0000207,ACC0000008,,01/12/2026 08:31,1017.66,USD,wire,DE,CA,mobile,invoice pmt
TXN0006348,ACC0000213,CUST0000213,03-01-2026 08:50:33,740.42,USD,wire,JP,US,online,invoice pmt
TXN0003338,ACC0000111,CUST0000111,01/27/2026 21:27,228.91,USD ,wire,JP,US,branch,
TXN0011937,ACC0000400,CUST0000400,22-01-2026 03:28:29,815.16,USD,card,FR,FR,online,misc
TXN0008298,ACC0000280,CUST0000280,22-01-2026 14:10:51,353.8,USD,transfer,IE,IE,online,n/a
TXN0010499,ACC0000354,CUST0000354,2026-01-20 23:54:23,52.37,USD,ach,CA,CA,mobile,n/a
TXN0002228,ACC0000074,CUST0000074,01/02/2026 22:00,440.42,Usd,cash_deposit,DE,DE,phone,misc
TXN0005788,ACC0000196,CUST0000196,2026-02-06 17:48:23,274.45,USD,cash_deposit,NL,NL,mobile,payment
TXN0006436,ACC0000217,CUST0000217,2026-01-17 07:49:10,9.97,usd,cash_deposit,FR,FR,atm,misc
TXN0008821,ACC0000299,CUST0000299,2026-01-23T02:54:25,4435.09,USD,cash_withdrawal,IE,IE,mobile,transfer
TXN0004646,ACC0000156,CUST0000156,01/09/2026 09:08,1072.48,USD,card,IE,IE,atm,transfer
TXN0006646,ACC0000224,CUST0000224,01-02-2026 03:49:01,821.38,Usd,transfer,DE,DE,phone,transfer
TXN0003594,ACC0000119,CUST0000119,13-01-2026 10:41:41,4224.1,USD,card,IE,IE,mobile,transfer
TXN0002094,ACC0000070,CUST0000070,2026-01-27T20:47:09,696.79,USD,cash_deposit,UK,UK,branch,invoice pmt
TXN0009858,ACC0000333,CUST0000333,31-01-2026 23:35:45,549.36,USD,ach,JP,JP,atm,misc
TXN0003868,ACC0000126,CUST0000126,01/11/2026 07:00,786.66,USD,wire,NL,DE,online,
TXN0010414,ACC0000352,CUST0000352,01/09/2026 22:51,262.45,USD,cash_withdrawal,UK,UK,mobile,
TXN0006359,ACC0000214,CUST0000214,2026-01-17 05:19:32,470.43,USD,transfer,DE,DE,branch,transfer
TXN0010967,ACC0000369,,2026-02-14T20:04:34,235.32,USD,wire,UK,IE,atm,n/a
TXN0001565,ACC0000051,CUST0000051,2026-01-23 06:33:25,2290.37,USD,cash_withdrawal,IE,IE,branch,
TXN0004963,ACC0000165,CUST0000165,2026-01-22 14:19:53,842.85,USD,cash_withdrawal,JP,JP,atm,
TXN0000771,ACC0000024,CUST0000024,2026-01-20 10:14:14,488.48,USD,cash_withdrawal,FR,FR,branch,transfer
TXN0010179,ACC0000344,CUST0000344,01-02-2026 14:43:38,89.13,USD,card,CA,CA,atm,misc
TXN0005112,ACC0000174,CUST0000174,08-01-2026 05:12:51,298.4,USD ,card,FR,FR,branch,n/a
TXN0005571,ACC0000189,CUST0000189,2026-01-11 08:45:57,$949.00,USD,cash_deposit,FR,FR,phone,payment
TXN0000006,ACC0000001,CUST0000001,2026-01-12 13:55:50,567.98,USD,card,SG,SG,branch,invoice pmt
TXN0001269,ACC0000042,CUST0000042,25-01-2026 09:21:08,72.4,USD,transfer,NL,NL,phone,n/a
TXN0002884,ACC0000098,CUST0000098,2026-01-04 12:58:00,539.36,USD,card,NL,NL,branch,payment
TXN0000810,ACC0000025,CUST0000025,24-01-2026 16:34:36,228.96,USD,wire,AU,UK,branch,payment
TXN0006362,ACC0000214,CUST0000214,2026-01-08 20:50:23,323.38,USD,cash_withdrawal,DE,DE,phone,n/a
TXN0002568,ACC0000089,CUST0000089,2026-01-25 15:04:09,65.34,USD,cash_deposit, US,US,online,  transfer  
TXN0002146,ACC0000071,CUST0000071,2026-01-21 18:09:19,343.46,USD,cash_withdrawal,DE,DE,online,invoice pmt
TXN0004257,ACC0000141,CUST0000141,2026-01-13 01:01:33,327.41,USD,card,FR,FR,atm,payment
TXN0004822,ACC0000161,CUST0000161,01/31/2026 18:57,426.47,USD,cash_deposit,NL,NL,branch,transfer
TXN0000984,ACC0000033,CUST0000033,03-02-2026 08:52:04,$26.18,USD,cash_withdrawal,DE,DE,online,
TXN0011115,ACC0000373,CUST0000373,2026-01-02T08:55:40,1048.76,USD,wire,UK,DE,mobile,misc
TXN0010745,ACC0000363,CUST0000363,03-01-2026 06:46:49,411.3,USD,wire,IE,SG,online,
TXN0006226,ACC0000210,CUST0000210,02/15/2026 06:57,89.68,USD,transfer,CA,CA,branch,misc
TXN0009196,ACC0000309,CUST0000309,2026-02-05T17:29:11,213.05,USD,transfer,AU,AU,branch,transfer
TXN0000174,ACC0000006,CUST0000006,2026-02-10 15:50:32,1071.56,USD,cash_deposit,IE,IE,mobile,invoice pmt
TXN0004981,ACC0000167,CUST0000167,2026-01-08T01:52:33,432.24,USD,cash_withdrawal,NL,NL,branch,payment
TXN0005641,ACC0000192,CUST0000192,10-02-2026 18:18:44,185.82,USD,cash_withdrawal,UK,UK,atm,transfer
TXN0007973,ACC0000271,CUST0000271,2026-02-01 11:29:18,244.69,USD,transfer,NL,NL,online,misc
TXN0005503,ACC0000187,CUST0000187,01/28/2026 10:36,951.64,USD,cash_deposit,CA,CA,atm,
TXN0001107,ACC0000038,CUST0000038,02/06/2026 21:00,652.14,USD,card,JP,JP,online,invoice pmt
TXN0005818,ACC0000197,CUST0000197,01/18/2026 09:02,587.76,USD,cash_withdrawal,FR,FR,phone,transfer
TXN0012011,ACC0000328,CUST0000328,2026-01-29 20:58:43,786.47,USD,card,US,US,mobile,
TXN0002492,ACC0000086,CUST0000086,01/12/2026 13:07,396.4,usd,card,SG,SG,phone,payment
TXN0009584,ACC0000325,CUST0000325,21-01-2026 06:01:51,79.4,USD,cash_deposit,UK,UK,phone,misc
TXN0007036,ACC0000240,CUST0000240,05-02-2026 08:50:07,545.28,USD,wire,JP,NL,atm,payment
TXN0009691,ACC0000327,CUST0000327,2026-01-13 08:34:01,358.99,USD,wire,FR,US,mobile,payment
TXN0002319,ACC0000079,CUST0000079,2026-01-29T03:12:18,1028.27,USD,cash_withdrawal,US,US,online,invoice pmt
TXN0011745,ACC0000393,CUST0000393,17-01-2026 20:17:18,19.45,USD,card,DE,DE,mobile,
TXN0009816,ACC0000332,CUST0000332,14-01-2026 07:34:15,371.04,USD,wire,NL,UK,branch,invoice pmt
TXN0006342,ACC0000213,CUST0000213,02-02-2026 16:33:22,1358.21,USD,transfer,JP,JP,branch,n/a
TXN0012055,ACC0000141,CUST0000141,01/23/2026 07:52,379.2,USD,card,FR,FR,online,
TXN0010598,ACC0000358,CUST0000358,02-02-2026 10:48:53,1031.09,USD,ach,NL,NL,mobile,n/a
TXN0009701,ACC0000327,CUST0000327,2026-01-23T03:44:35,437.3,USD,cash_deposit,FR,FR,atm,n/a
TXN0006704,ACC0000227,CUST0000227,2026-02-11T06:28:21,377.76,USD,transfer,UK,UK,atm,transfer
TXN0010767,ACC0000363,CUST0000363,2026-01-15T04:12:31,847.74,USD,ach,IE,IE,atm,transfer
TXN0004971,ACC0000165,CUST0000165,2026-01-08 15:08:42,956.69,USD,ach,JP,JP,online,transfer
TXN0010635,ACC0000360,CUST0000360,2026-01-22 21:27:14,1327.52,USD,ach,NL,NL,branch,n/a
TXN0004605,ACC0000154,CUST0000154,08-01-2026 08:24:32,551.66,USD,card,CA,CA,mobile,misc
TXN0002810,ACC0000096,CUST0000096,2026-02-09 13:47:30,347.68,USD,transfer,NL,NL,branch,
TXN0009223,ACC0000311,CUST0000311,2026-02-07T18:04:56,935.44,USD,cash_withdrawal,SG,SG,phone,misc
TXN0007159,ACC0000245,CUST0000245,2026-01-10 11:18:25,$448.77,USD,cash_deposit,CA,CA,atm,n/a
TXN0002624,ACC0000091,CUST0000091,01/30/2026 01:15,365.06,USD,card,JP,JP,mobile,n/a
TXN0006376,ACC0000214,CUST0000214,2026-01-24 11:56:38,491.93,USD,cash_deposit,DE,DE,mobile,misc
TXN0008180,ACC0000277,CUST0000277,2026-02-08T01:41:28,502.32,USD,wire,FR,NL,branch,misc
TXN0000238,ACC0000009,,2026-02-14 06:10:22,162.08,USD,card,AU,AU,mobile,n/a
TXN0011301,ACC0000381,CUST0000381,22-01-2026 06:29:28,576.0,USD,card,JP,JP,mobile,transfer
TXN0004180,ACC0000137,CUST0000137,01/15/2026 14:47,306.55,USD,cash_withdrawal,DE,DE,mobile,invoice pmt
TXN0010452,ACC0000353,CUST0000353,15-01-2026 17:10:25,298.26,USD,cash_withdrawal,IE,IE,phone,misc
TXN0001119,ACC0000038,CUST0000038,2026-01-31 00:03:23,326.83,USD,ach,JP,JP,mobile,invoice pmt
TXN0009004,ACC0000301,,24-01-2026 21:49:29,417.49,USD,ach,DE,DE,atm,payment
TXN0004582,ACC0000153,CUST0000153,2026-01-19T01:44:03,1122.78,USD,cash_withdrawal,DE,DE,branch,misc
TXN0006065,ACC0000205,CUST0000205,2026-01-15T03:41:03,45.69,USD,transfer,SG,SG,branch,payment
TXN0008975,ACC0000301,CUST0000301,01/19/2026 11:39,331.05,USD,cash_deposit,DE,DE,branch,misc
TXN0002448,ACC0000085,CUST0000085,2026-01-29T09:49:57,303.59,USD,transfer,FR,FR,atm,payment
TXN0005827,ACC0000198,CUST0000198,2026-01-11 13:29:57,317.79,USD,wire,FR,SG,atm,
TXN0001699,ACC0000055,CUST0000055,07-01-2026 18:09:59,5,USD,cash_deposit,NL,NL,mobile,
TXN0005935,ACC0000201,CUST0000201,06-02-2026 13:45:33,561.35,USD,transfer,US,US,atm,
TXN0000050,ACC0000002,CUST0000002,2026-01-15T22:34:54,598.04,USD,wire,UK,AU,branch,misc
TXN0007272,ACC0000249,CUST0000249,28-01-2026 21:10:15,679.98,USD,wire,FR,NL,atm,payment
TXN0011020,ACC0000372,CUST0000372,01/30/2026 13:54,$96.96,USD,cash_withdrawal,CA,CA,branch,invoice pmt
TXN0000892,ACC0000029,CUST0000029,2026-01-10T07:24:52,1006.66,USD,card,SG,SG,phone,n/a
TXN0009825,ACC0000333,CUST0000333,2026-02-01 05:58:31,857.08,USD,cash_withdrawal,JP,JP,mobile,invoice pmt
TXN0004752,ACC0000158,CUST0000158,14-02-2026 23:31:07,650.26,USD,wire,CA,UK,phone,misc
TXN0011689,ACC0000391,CUST0000391,2026-01-19T21:45:26,342.5,USD,wire,SG,FR,online,n/a
TXN0009133,ACC0000307,CUST0000307,2026-01-21 14:43:44,692.38,USD,ach,DE,DE,mobile,invoice pmt
TXN0009280,ACC0000314,CUST0000314,02/08/2026 08:10,333.93,USD,cash_deposit,FR,FR,phone,transfer
TXN0006372,ACC0000214,CUST0000214,08-01-2026 16:15:39,530.26,USD,ach,DE,DE,phone,
TXN0010067,ACC0000339,CUST0000339,2026-01-01 12:17:20,826.0,USD,card,UK,UK,mobile,
TXN0003884,ACC0000128,CUST0000128,2026-01-02 04:12:38,5522.21,USD,cash_withdrawal,SG,SG,online,transfer
TXN0001880,ACC0000062,CUST0000062,02/08/2026 15:31,"$1,201.15",USD,cash_deposit,JP,JP,atm,invoice pmt
