TRANSACTION_TYPE,AMOUNT,IS_FRAUD,FRAUD_RATE_PCT,TOTAL_TRANSACTIONS,FRAUD_CASES,ORIGINAL_DETECTION_RATE,OUR_DETECTION_RATE,ORIGINAL_CAUGHT,OUR_CAUGHT
CASH_OUT,29183.08,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,389118.06,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,75323.28,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,141251.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,286453.77,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,132607.22,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,9585040.37,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,52877.07,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,782198.04,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,167580.37,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,109000.75,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,450451.64,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,29718.44,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,215811.37,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,64530.32,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,144899.7,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,28207.37,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,28125.93,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,83612.3,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,205686.57,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1334770.52,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,404165.06,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,227668.22,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,131385.36,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,210660.94,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,132157.78,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,175863.85,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,77506.02,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2189170.39,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,290428.13,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,181600.83,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,486157.52,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,718783.02,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,137611.83,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,148933.4,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,212279.25,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,35327.82,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,146743.13,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,155002.83,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,1313343.1,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,8198867.75,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,194876.96,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,58233.05,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,194610.42,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1499869.54,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,145132.71,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,171572.06,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2654302.46,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,15953.88,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,147475.97,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,615954.92,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,4961093.21,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,162571.25,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2582313.07,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,72653.32,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,32486.26,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,170758.64,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,98634.75,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,329580.32,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1615646.13,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,32527.0,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,440453.55,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,561149.9,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,10000000.0,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,67299.57,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2799902.39,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,138741.05,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,653949.74,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,30846.84,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,509151.08,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,387420.97,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,107069.8,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,39829.09,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,165552.52,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,160190.07,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,273408.94,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,2341474.44,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,37554.52,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,357225.36,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,48375.02,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,2805862.49,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,1254014.83,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,762.36,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,1232013.7,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,511379.9,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,69155.2,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,964876.58,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,615954.92,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,93142.29,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,187578.6,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,208364.48,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,71376.29,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,153479.21,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,82672.34,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,252651.03,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,93734.77,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,20986.02,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,269545.63,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,58896.46,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,30141.74,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,97474.61,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,842441.05,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,122540.21,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,213254.41,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,243772.02,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,16999.89,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,645720.32,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,401373.93,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,75720.25,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,321595.09,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,212028.15,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,96286.54,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,266696.63,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,148138.9,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,174966.35,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,378960.68,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,195509.43,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,60314.32,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,1297242.71,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,402866.12,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,326884.31,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,428158.72,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,105048.59,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,418449.23,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,615398.61,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,10000000.0,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,460436.43,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,123156.82,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,217186.31,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,6515.64,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,294737.9,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,367631.15,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,8286342.51,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,559334.15,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,52781.92,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,73561.99,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,382049.43,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,181224.98,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,221107.56,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,307455.42,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,369927.53,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,80864.9,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,6380.8,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,159768.84,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,8055.06,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,9960382.4,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,344886.44,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,392570.62,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,81090.87,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1165187.89,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,248834.61,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,147659.94,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,77466.7,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,51736.46,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,70066.07,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,73363.91,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,115612.2,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,366143.24,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,451775.78,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,629570.46,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,1796406.6,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,3845765.36,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,305975.38,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,1179162.08,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,190822.31,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,286306.33,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,73490.54,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,209122.11,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,448265.08,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,91922.23,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,287040.14,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,319208.14,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,169066.31,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,219110.27,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,144066.88,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,170787.62,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,228457.06,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,561446.32,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,479753.58,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,77105.37,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,160404.37,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,466365.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,107246.96,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,211870.74,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,38723.47,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,115682.18,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,593866.33,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,75011.65,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,550231.35,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,9270.19,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,128426.58,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,8128.65,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,220158.88,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,158149.49,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,209588.79,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,247346.96,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,57215.82,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,261779.18,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,106839.67,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,506923.53,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1018520.07,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,20979.6,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,2055886.67,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,115085.31,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,184247.73,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2860852.43,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,58542.99,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,210830.61,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,156396.46,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,174625.38,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,295196.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,391300.61,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,536608.68,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,201295.98,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,194520.58,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,3972968.92,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,270181.21,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1892137.66,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,521374.73,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,306833.41,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,198947.05,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,342623.77,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,89596.79,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,44829.81,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,283716.04,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,109246.11,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,1036789.41,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,604738.78,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,3243092.91,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,116175.27,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,302240.2,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,42801.42,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,185054.49,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,229173.31,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,144731.73,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,125107.12,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,86195.3,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,169454.16,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,110285.01,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,113271.28,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,36201.52,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,239696.62,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,161276.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,213736.19,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,185112.75,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,181184.74,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,149768.13,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2480321.85,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,1282971.57,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,688034.32,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,302548.63,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,166193.73,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1268303.41,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,86696.39,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,979535.74,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,594402.83,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,137314.01,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,294362.31,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,104171.37,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,601953.99,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,30052.16,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,26481.25,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1476968.69,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,82767.31,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,143340.15,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,229239.86,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,204555.28,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,151308.34,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,112486.46,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,159874.58,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,78357.77,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,627586.04,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,52675.36,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,1738284.55,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,7622.01,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,246838.33,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,54583.71,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,80557.71,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,33676.59,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,10000000.0,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,255028.93,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,378230.27,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,391698.84,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,135733.2,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2607790.58,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,121019.11,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,182431.73,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,7703574.71,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,236059.59,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,31769.29,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2938833.22,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,747281.74,0,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,184588.59,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,4326.53,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,210952.24,1,53.75,7623,4097,0.19,99.79,16,8146
TRANSFER,2099487.78,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,117319.07,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,35791.79,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,1639676.27,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,144065.75,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,130458.47,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,24783.42,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,4637.31,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,209164.1,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,258826.74,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,175944.57,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,699183.61,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,16673.03,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,278511.34,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2691.25,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,2231580.5,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,227304.91,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,206204.85,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,144064.47,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,162072.81,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,86937.09,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,338929.97,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,378688.65,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,134822.13,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,21140.27,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,664814.66,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,419996.96,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,260110.39,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,156755.75,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,134383.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,25529.76,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,128454.04,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,92124.71,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,112668.54,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,192520.06,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,105921.72,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,551855.82,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,95809.28,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,5175876.53,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,49492.39,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,95525.51,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,59168.47,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,6701.1,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,957432.32,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,267100.23,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,34410.41,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,507423.71,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,108244.09,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,177060.08,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,364284.93,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,147066.14,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,516408.94,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,87698.36,1,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,8980853.88,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,406040.16,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,84143.33,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,102708.0,0,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,643608.01,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,604516.3,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,87219.11,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,821802.97,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,1334919.42,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,8177.04,1,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,245836.54,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,953529.64,1,21.83,18854,4116,0.19,99.79,16,8146
TRANSFER,10000000.0,0,53.75,7623,4097,0.19,99.79,16,8146
CASH_OUT,170532.49,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,210020.25,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,139340.82,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,189657.35,0,21.83,18854,4116,0.19,99.79,16,8146
CASH_OUT,53508.07,0,21.83,18854,4116,0.19,99.79,16,8146
